# Woo (WOrdlist generator Object-oriented verb section) data file
#
# Copyright (C) 2000-2002 Nadav Har'El, Dan Kenigsberg
#
# options for each word:
ירד פ,הפ,הו
ירד פ,קל_אפעל,מקור=לרדת,מקור_מלעילי,עתיד1=לרד
ירה פ,הפ,שם_פעולה=הוראה
ירה פ,נפ,אין_מקור,אין_ציווי,אין_עתיד #TODO שוב - אמצעים שפלים למטרה נעלה.
ירה פ,נפ,שמור_פי,מקור=להיירות,אין_עבר,אין_בינוני
ירה פ,קל_אפעל
ירק פ,הפ
ירק פ,קל_אפעל,שמור_פי,ציווי=ירק #TODO האם יירקי או ירקי
ירש פ,הפ ## ירש פ,נפ # TODO כיום תיירשו נשמע סביר
ירש פ,קל_אפעל+,שמור_פי,אין_שם_פעולה,אין_פעול,מקור=לרשת,ציווי=ירש,עתיד1=לירש
ישב פ,הפ,הו,פי,פו,הת
ישב פ,קל_אפעל,מקור=לשבת,מקור_מלעילי,עתיד1=לשב
ישט פ,הפ,הו
ישם פ,פי,פו
ישן פ,פי,פו,הת
ישן פ,קל_אפעל,בינוני_שמן,ציווי=שן,אין_פעול,שם_פעולה=שינה
יתר פ,נפ,הפ # פי,פו - TODO האם סביר?
כאב פ,קל_אפעל,אין_שם_פעולה,הפ
כבד פ,פי,פו,הת,הפ,הו
כבס פ,פי,פו,הת,אין_שם_פעולה # קל_אפעול טיפה מיושן
כבש פ,נפ,אין_שם_פעולה
כבש פ,קל_אפעול
כהה פ,קל_אפעל,שמור_עע,אין_פעול,אין_שם_פעולה,בינוני_שמן
כהן פ,פי
כון פ,הו,בינונית_ארכאית #עבור מוכנה
כון פ,נפ,אין_שם_פעולה
כון פ,פי,פו,הת,הפ
כון פ,פי,פו,הת,שמור_עו
כזב פ,פי,הפ,אין_שם_פעולה
כחל פ,הפ
כחש פ,הפ,הו,הת
כיל פ,הפ
כלא פ,נפ,אין_שם_פעולה
כלא פ,קל_אפעל,הפ
כלכל פ,פי,אין_שם_פעולה
כלל פ,קל_אפעול,נפ,הפ,הו,שמור_עע
כמה פ,קל_אפעל,שמור_מפיק,בינוני_שמן
כמר פ,נפ
כמש פ,קל_אפעול
כנה פ,פי,פו
כנס פ,נפ,פי,פו,הת,הפ,הו
כנע פ,הפ,הו
כנע פ,נפ,אין_שם_פעולה
כסה פ,פי,פו,הת
כעס פ,קל_אפעל,אין_שם_פעולה,הפ,הו
כפה פ,נפ,אין_שם_פעולה
כפה פ,קל_אפעל
כפפ פ,הפ,שמור_עע,הו,קל_אפעול
כפפ פ,פי,פו,הת
כפר פ,קל_אפעול,אין_פעול,פי,פו
כפת פ,נפ,אין_שם_פעולה
כפת פ,קל_אפעול
כפתר פ,פי,פו
כרה פ,נפ,אין_שם_פעולה
כרה פ,קל_אפעל,אין_פעול
כרז פ,הפ,הו
כרכ פ,קל_אפעול,נפ
כרע פ,הפ,הו,קל_אפעל
כרת פ,קל_אפעול,נפ,הפ,הו
כשל פ,הפ,הו
כשל פ,נפ,אין_שם_פעולה
כשל פ,קל_אפעול,אין_שם_פעולה,אין_פעול
כשר פ,הפ,הו
כתב פ,קל_אפעול,נפ,פי,פו,הת,הפ,הו
כתם פ,הפ,הו
כתש פ,נפ,אין_שם_פעולה
כתש פ,קל_אפעול,הת
לבט פ,הת
לבל פ,נפ,אין_שם_פעולה
לבן פ,הפ,הו,פי,פו
לבש פ,הת,הפ,הו
לבש פ,קל_אפעל,ציווי=לבש
להט פ,קל_אפעל,אין_שם_פעולה,הפ,הו
להט פ,הת
לוה פ,נפ,אין_שם_פעולה,שמור_עו,קל_אפעול
לוה פ,פי,פו,הת,שמור_עו
לוה פ,הפ,שמור_עו,שם_פעולה=הלוואה
לון פ,קל_אפעל,הת
לוץ פ,הת
לחח פ,פי,פו,שמור_עע
לחם פ,נפ,אין_שם_פעולה
לחם פ,קל_אפעל,הפ,הו
לחץ פ,נפ,אין_שם_פעולה
לחץ פ,קל_אפעל,הפ,הו
לחץ פ,קל_אפעל,נפ,הפ,הו
לחש פ,נפ,אין_שם_פעולה
לחש פ,קל_אפעל,אין_פעול,הת
לכד פ,קל_אפעול,נפ,פי,פו,הת
לכלך פ,פי,פו,הת
